VISIT_AREA_TYPE_CD,VISIT_AREA_NM
3,문화공원 출입구 
7,정발산
11,용용 선생 일산 라페스타점
11,고양 플랜테이션
6,아쿠아필드 고양
11,원조주막 칡냉면
11,그 남자의 밥상
24,파티저 호텔
11,고기 원칙 수원 호매실점
11,오이 삼계탕 부천 본점
11,사위 식당 광명점
7,호텔 주변 산책
11,이바돔감자탕 상동역점
11,설빙 광명소하점
11,리미니 평촌 뉴코아 아울렛점
11,바다마을
1,서해랑 제부도 해상 케이블카 전곡
24,폼 모텔
11,이태리 수서역점
10,쎈느
11,대성 갈비
4,범맥주 건대점
11,부산 아지매 국밥 구의점
6,롯데월드 아쿠아리움
11,사이드 쇼월드몰점
24,로버 게스트하우스
11,삼팔뚝배기
2,인천도호부 관아(재현물)
2,자유 공원 한미수교 백주년 기념탑
11,카페 23
2,인천개항 박물관 구 인천 일본 제1은행 지점
3,인천개항 박물관 기획전시실
2,한국 근대문학관
11,광신제면소
11,동화마을 연경
1,백범광장 백범 김구 쌍
1,"남산공원 N서울타워, 팔각정, 남산공원"
7,서울 한양도성 남산 구간 3코스
2,"흥인지문 공원, 이화동 벽화마을, 낙산공원"
11,스타벅스 잠실 시그마타워 점
11,브루클린 더 버거 조인트 롯데월드몰점
9,통영종합버스터미널
9,금산인삼랜드 휴게소 대전방향
11,진작 다이닝
11,블루 보틀 성수 카페
3,성수 미술관
24,호텔 포코
11,대림 국수 성수점
11,성수 맥주
4,커피빈 동대입구역점
3,동국대학교 이해랑 문화 예술 극장
9,금산인삼랜드 휴게소 통영방향
3,용인 포은아트홀
9,범계역 4호선
9,오산대역 1호선
11,후 아니어 손 짜장
2,드라마 아스 달 연대기 오산 세트장
11,데일리 오아시스 오산 세교점
9,금정역 1호선
11,화 목 칼국수 강화대교점
2,갑곶 순교성지 5주년 기념 영성센터
1,강화산성 남문
24,김포 캠핑파크
10,코스트코 고척점
9,신 김포농협주유소
6,화개 정원
4,동북엘앤알 sk 점
9,경인아라뱃길
10,이마트 24 일산 킨텍스점
11,요호야
3,그랜드 인터컨티넨탈 서울 파르나스
11,폴 바셋 일원역점
11,플레이팅 수서역사점
11,아띠몽&카페후식 수서역사점
4,조인 폴리아 파주 농장
4,스타벅스 파주 금촌역점
6,채 채 키즈
24,호텔 다다익선
11,청수당 베이커리
10,버터 숍 명동점
11,에쎄레젤라또 명동
10,노티스 X라인 프렌즈 콜라보 팝업
11,자미 더 홍
11,모센즈 스위트 대학로점
11,아라미르
4,대방 디엠 시티 부동산 공인중개사 사무소
3,롯데몰 김포공항점
11,야무진
3,대방 코인 노래연습장
9,성수 옥상
11,조죠
4,소프트나
3,서울 도서관
11,이제 제
3,석파정
11,혜화 곱창
11,성수 다락
11,비닐 성수
4,디 뮤지엄
11,감성 타코 가로수길점
11,버틀러
4,더 타운 몰 킨텍스점
13,현대백화점 킨텍스점
3,파주출판도시
11,몽중헌 방이점
11,스타벅스 몽촌토성역점
11,파스쿠찌 소마미술 관점
9,신길역 1호선
9,부평역 인천 1호선
13,트라이볼
12,송해 온
11,수풀 사이
10,다산 식자재마트 수동점
24,물 맑음 펜션
1,축령산 자연휴양림
2,한국 초콜릿 연구소 뮤지엄
11,옛날 밥상
4,늘 푸른 초원
5,오월 볼링센터
10,야옹아 멍멍 해봐 남양주 화도 점
9,서하남 휴게소 판교방향 행복드림 쉼터
6,가평군 어린이 음악 놀이터
11,롯데리아 가평점
24,하늘숲 글램핑
12,가평 주유소
24,워커힐호텔
4,오늘
11,그랜드 워커힐 서울 더 뷔페
11,청국장과 보리밥 청담점
11,티 하우스 청담
11,본심
11,바르바 커피 안산점
4,다이소 안산중앙점
10,서울아산병원
4,토도로기
11,정든 다락
9,남산 시외버스정류소
9,괘법르네시떼역 부산 김해 경전철
11,한강 솥
1,영국군 설마리 전투 추모공원
7,감악산 출렁다리
11,미터
13,네온 댄스학원
11,한입 다코야키
12,gs25 반포 사랑점
4,무신사 스튜디오 성수점
10,포토 시그니처(서울숲)
10,CU 종로 5가점
3,순수 박물관
11,노 스트레스 버거
10,고양이 알레르기
11,앤티앤스프레즐 신세계백화점 강남점
4,영천시장
2,목인박물관 목석원
12,청운 문학도서관
1,홍제천 인공폭포
11,청담 추어정
11,이학순 베이커리 백운호수점
11,엠티 플레이트
11,브라운시티 카페 상수점
4,유니클로 합정 메세나폴리스점
10,땡스북스
11,육회한 달밤
11,팔각도 동두천 지행점
24,동두천 호텔 이쁘다
11,등촌 샤브칼국수 동두천점
3,동광 극장
1,니지 모리 스튜디오
4,행복한 백화점 목동점
11,모어 그린
4,이 집이 좋겠네 본점
22,판교 SK 허브 오피스텔
11,스모키 베어
4,피에스타 귀족 강남점
11,땀 땀
11,아우어 베이커리 한 남자인 원점
11,멜팅 솔
10,이화 교복
11,잭슨 피자 석촌점
11,이오로 비스트로 송파점
24,북수단
9,신탄진휴게소
4,노보텔 앰배서더 수원
7,수원 화성 화홍문
11,다정 숯불갈비 함흥냉면 전문점
8,화성행궁
7,플라잉 수원
11,냠냠
11,레이더
13,스퀘어 성수
10,스탠드 오일 성수 플래그십 스토어
10,GS25 성수공원점
24,더 채 라이브러리
11,남포 면옥
9,원종역 서해선
2,청일 조계지 경계 계단
11,카페 빠네
10,넓은 다락방
24,무지개 농원 펜션
11,가평 무지개 농원
3,어둠 속의 대화 동탄
11,오브는 동탄점
11,이자카야
4,타이프 한강점
11,리버 웨이
11,합정 유리
12,포토 이즘 박스 상수점
11,건대 생선회
11,김창훈 포차
1,우이동 계곡
11,황순어 신토불이 떡볶이
4,파인힐 커피하우스
11,자반고 동두천점
24,시마 호텔
13,니지 모리 스튜디오
11,모리야
11,아이노야 타이
3,워커힐호텔
11,퇴촌면 옥
10,버터 홍대점
10,카카오 프렌즈 홍대 플래그십스토어
11,커스텀 샐러드
4,오랑에뜨 22 연남점
10,서점 리스본 포르투
9,카페 아무
5,여의도공원
2,해군 영흥 도전적 비
9,내리 주유소
24,영흥도 어울림 캠핑장
11,석정 식당 논현점
1,농어 바위
10,옹진농협 하나로마트 영흥점
11,대부도 벚나무 집
11,맥도날드 양주 덕계 DT점
12,회천 주유소
11,뭇 순
24,베니키아 JD 관광호텔
12,세븐틴 코인 노래연습장 진접점
11,왕과 탕후루 진접점
5,제이락 볼링 안 펍
10,김 씨 정육점
11,카페 오브
24,빌라 코지
11,강민주의 들밥 본점 주차장
7,에덴 파라다이스호텔 근처  산책로
24,에덴 파라다이스호텔
11,세상의 모든 아침
11,구일 가든
3,수도국산 달동네 박물관
13,동화마을카페
11,앵커 1883
24,W 관광호텔
11,전라도 대왕조개구이랑 칼국수
11,브레댄코 월미도점
11,약수터
11,옛날 손 짜장
11,커피의 이상형
24,아나의 섬 그 파 펜션
11,강 씨네 아천 냉면
6,이천 미란다호텔 스파플러스
24,이천 미란다호텔
11,가평 냉면 부손 설악 본점
24,호텔 스위티 안
11,카페 스위티 안 펍
24,네잎클로버 캠핑장
5,쉐르빌 온천관광호텔
24,코바코연수원
13,양평 임실치즈마을
7,소나기마을 산책로
11,사심 행리단길 직영점
13,화성행궁
11,티와 이 피디
13,글로벌 스페이스
11,토담골
3,아쿠아 플라넷 일산
4,잣 고을 광장
11,소문난 정통 닭갈비
24,원스 테이
10,밤나무 집
10,카페 모굴
11,카페 그리너티
4,현대백화점 천호점
11,주꾸미도 사 천호점
11,양식 구옥
12,스튜디오 25
11,더 벤티 홍대점
4,아름다운 한 끼
7,헤이리 예술마을 하늘마당공원
13,헤이리 캔들 공방 Luz
11,이그조틱(파주)
11,토르 타 앳 더 코너
4,책 발전소 광교점
13,화성행궁 광장
11,디너이즈낫오버
2,수원 광교 박물관
6,서울 시티투어버스
11,뚜레쥬르 제일 제당센터점
11,스타벅스 성대 입구점
3,달밤엔 시어터
1,마로니에공원
9,더 플라자
11,덕수궁 링에제 와플
2,서울시립미술관 서소문 본관
6,더 플라자
6,더 플라자 수영장
11,더 플라자
3,서울특별시청 서소문청사
11,유림면 시청
11,맥도날드 김포 고촌 SK DT점
11,본가 청담 칼국수
11,버거킹 청담점
11,까본 본점
11,카페 무니 압구정본점
4,퀸 타로 사주
11,국수리국수집
11,카페 복포리
11,전통 우리 밀 칼국수 전문
24,소풍지 펜션
8,선재 어촌체험마을
11,515더 오리지널
11,신전 떡볶이 미사 강변도 시점
5,쌍용 수상 레저
11,구공 숙성 돼지 하남미사점
11,성수 족발
11,어니언 컴퍼니
11,카페 온화 성수점
10,헤이데이
11,어더 아사
10,이마트 천안터미널점
10,배스킨라빈스 천안 신부점
11,북동 삼거리 손칼국수 대부도 본점
11,드봉
24,모놀리스 펜션
1,시화 달 전망대(시화 이루나 타워)
11,카페 동이 시화점
2,안산 어촌민속박물관
9,회룡역 1호선
11,코하루
11,더스테이트 호텔 선유 조식 식당 (2층)
10,선유도 고양이
9,노량진역 1호선
9,롯데리아 의정부 회룡역점
24,호텔 이쁘다 검단
10,하이웨이 디시 클럽 수원 정자점
10,세븐일레븐 가평도 대리점
24,비비드 펜션
1,두 대리 용소 폭포
11,종갓집 곰탕 순댓국
11,니드 썸 레스트
7,계양산
7,구파발역
7,은평 둘레길 거처서 한옥마을
11,송추가마골 식당
11,둘레 길고 처 카페 데이브레이크
11,호치킨 은평 뉴타운점
24,나인 트리 프리미어 호텔 명동 
11,대도식당 왕십리 본점
11,서산 꽃게
11,이남장 본점
11,감꽃 당
24,오지브
11,살롱 제이드 바이 제이드가든 Salon Jade
11,금돈 두루치기
12,라그릴스 야외 바비큐
11,어 로프 슬라이스 피스
13,프렌쥬랜드
11,야무진 김포 장기범
11,서령
11,이재현 찐빵
6,강화 루지
13,메이 드림
9,왕산 마리나항
24,달빛 스테이
8,송도 맥주축제
4,무만당
4,송도센트럴파크
11,애나의 정원 본점
1,용인 수지 근교 드라이브
12,아주대학교
11,라오삐약 신용산점
11,세 마 카페
9,종각역 1호선
11,용용 선생 종각점
7,청계천 한빛광장
11,프롬 하츠 커피 청계 종각점
9,서대전 네거리 역 대전 1호선
24,더 스테이 송도
11,범상
11,오오오오 호오(OoOoOH)
4,타타르 베이글 송도점
6,송도센트럴파크
4,NC 큐브 커넬워크 가을도
7,안터생태공원
11,구름산 추어탕 본점
10,카페식하
11,경원 식당 본점
11,컴포즈커피 의정부 센트럴타워 점
9,강변역 2호선
11,런던 베이글 뮤지엄 잠실점
9,삼성역 2호선
11,진영재 순대 삼성점
9,효창공원 앞 역 6호선
3,백범 김구기념관
11,와코 타코
3,조이 킹 동전 노래연습장 숙명여대점
9,상수역 6호선
24,지브로 S 게스트하우스
3,제이엘씨어터
11,플래닛
11,미분당 여의도점
3,아쿠아 플라넷 63
11,명동칼국수 일산 킨텍스 2관점
3,킨텍스 제2전시장 9홀
4,더 타운몰 킨텍스점
11,브릴
11,보길
5,소피텔 앰배서더 서울
11,페메종
11,르브리에
11,해당 샤브칼국수
11,오이도 명물 등 대빵
11,조개킹24시
11,명성 손만두
11,예향정
10,다이소 화성행남 2지구점
11,올레 찹쌀 꽈배기
10,송화
12,아삭아삭 순무 민박
13,금풍 양조장
11,주연 통 삼겹
4,그린 홀리데이
4,이마트 청계천점
6,루덴시아
10,로즈 할인마트
11,어로선 목롯집
2,국기원
11,플레어비 역삼 GFC 몰점
10,와인 파크 역삼점
10,최인아 책방 GFC 점
11,밀짚모자 서초본점
3,천년동안도
4,볼보 자동차 강남 시네 사전 시장(에이치 모터스)
11,압구정 면옥
24,호텔 휴 로프트
12,이마트 24 영종 덕고 중앙점
11,해상궁
10,이마트 24 영종 덕고 중앙점
13,강화 씨사이드 리조트
11,바다회 조개구이
11,누리마을 감자탕 영천점
4,헤이데이
4,코끼리 베이글
11,퇴촌 석갈비
1,수풀로 운심리 강하 공공 하수처리시설
11,자코비 버거
11,Pollux coffee
13,감정선 프로젝트 2관
12,돈룩업 한남
4,경리단길
11,강남명전
13,이랜드 크루즈
24,컴포트 인 여의도
11,더 로열 푸드 앤 드링크
9,안국역 3호선
11,도토리 가든 안국점
11,스타벅스 안국점
3,무빙 팝업
11,더 벤티 포천 일동점
8,일동 시장
11,오늘에 김밥 포천 일동점
24,더 휴식 이로 호텔 월곶 지점
4,AW 컨벤션
11,월곶 갈빗집
7,월곶포구
11,월곶 수산 마켓
11,한방 전주 콩나물국밥 월곶점
9,평택복합휴게소 주유소 제천 방향
11,롯데리아 수원 영통점
4,롯데마트 영통점
24,캠프 레이크
13,펠리스 페로 시티점
1,기흥호수
11,디저트 39 송도 트리플 스트리트점
1,연세대학교 국제캠퍼스
24,스테이 인 호텔
5,안산 해양아카데미
3,안산 어촌민속박물관
4,해솔 제빵소
9,시흥하늘휴게소 판교방향
11,애주
3,매스 씨앤디
11,아웃백 스테이크하우스 공항점
11,이소라 레스토랑
11,헤이
11,PPK 키친 광교
11,스타벅스 수원 광교점
3,수원 월드컵 경기장
10,이마트 24 광교 월드스퀘어점
11,보리촌 곤드레
11,카페 고고스 리프트점
11,엄마 세상
9,입 가리
1,선녀바위 해변 공영주차장
11,우정회
9,인천 운서 초등학교
11,연화리 가는 길
1,영종 제빵소
11,더 베이크 운서역점
9,김포공항 역 5호선 3번 출구
4,다이소 수원 남문점
11,코끼리 만두
7,수원 화성 동남각루
4,연무장 매점
11,창모루
6,하남 유니언 타워
11,셰프 스위트
11,스타벅스 수원 화성행궁점
3,파닥파닥 클럽
3,장 디자인 아트
11,배스킨라빈스 BROWN 청담점
11,AK 푸드홀
2,"영흥도 해군 퇴역함, 영흥도 전적비"
11,만나 뜨락
4,비치 카페
22,조부모님 댁
11,미정국수 41 대학로점
3,청년극장
4,카페 미음
10,이마트 24 마시안해변점
13,일영 봉주르
3,킨텍스 제1전시장
11,콩에 가 일산 본점
11,구황작물
4,올리브영 홍대 타운
11,츄로 11 홍대 본점
11,오이지 연남점
4,메이드 바이
9,미사역 5호선
1,사나 서 의병 전 투지
2,사나사
1,사나사계곡
4,양평 친환경 로컬푸드 양평 직영점
11,카페 멜
13,셀프 사진관 피움
11,원조인의 Flower
11,빕스 합정역점
3,포토 그레이 서울 연남점
4,뉴발란스 홍대점
4,TROUBADOUR 홍대점
11,안 리브레 동교점
4,바도빙 고양 삼송점
4,리바이스 가로수길 플래그십스토어
10,하모니마트 홍대 입구점
10,포셋
11,Happy/Peace Coffee Club
11,수리면옥
10,유어 마인드
11,도약
5,백상 카카오 스크린골프
11,공휴
11,올딧세
9,서울역 도심공항터미널
7,서울 명예도로 감고 당길
11,조선 김밥
11,이디야커피 북촌마을점
3,무빙 스페셜 팝업
11,메가 MGC 커피 화성행궁점
2,행궁동 거리 및 미술관
10,GLGK
4,포켓몬 카드 숍 아이파크몰 용산점
4,팝 퍼블 용산 아이파크몰점
8,성암아트센터
11,스타벅스 수서역 사거리점
6,한울공원 해수풀장
10,식자재 G마트 만수점
22,이삭 아파트
4,무수 아취
11,메이다이닝
11,먹깨비김밥
9,다이소 성균관대역점
11,오매 김밥
1,서울대공원 캠핑장
11,다쓰미 수원역사점
11,달마티안
11,페페 그라노
11,베비 아모 에스프레소 바
11,리브인 오후
11,화단 과자점
11,사누키 진 가락국수
3,CGV 서현
3,분당중앙공원
11,돈 파스타 나폴리 피자
11,토마토김밥 시흥 거북 성점
12,영흥대교
11,꼬예뜰
1,국립 산음자연휴양림
11,만경
11,브로든 커피 컴퍼니
5,호텔리베라
11,공리 훠궈 x 짬뽕 청담점
4,가산디지털단지 마리오아울렛
4,한섬 팩토리아울렛 가산점
9,제기동역 1호선
4,서울약령 시장
11,참다정
9,남산 서울타워
11,스태프 핫도그 남산 서울타워 점
3,국립극장 공연 자료실
3,국립극장 해오름극장
3,동국대학교 서울캠퍼스 이해랑예술 극장
